text,label
"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Can not get canceled order to close tasks on DLRD and DD both have been worked properly but system will not let it complete. PSR ISR ",Data

" TN= UNABLE TO VALIDATE PSR ERROR=AN ERROR OCCURRED DURING THE CUSTOM PREVALIDATION PROCEDURE. ORA ORA NO DSLAM WIRE CENTER FOUND IN NEXT GEN FOR GIVEN CUSTOMER PSR ",Training

" TRYING TO WORK PENDING REMASGN TASK. ERROR' IN FIRST DELEGATION QUEUE WITH eturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS PSR ",Training

" Unable to complete DELEGOCT task.Telephone,Error MessageReturnCd - - ReturnText CIRCUIT DESIGN ID of not found ECCKT BB BROWN , KAREN - was not delegated in pervious order historical order. PSR ",Delegation

" Unable to validate PSR, Telephone , Error MessagePlease copy existing physical services related to product PSR ",Data

" Unable to complete DD task.Telephone,Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Training

" PSR locked by another user, Telephone , Error Message This order is already open by at PSR ",Training

" Unable to complete DELEGOCT task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error Messageexchange_carrier_circuit_id, of --- already exists. Please change ecckt PSR ",Data

" Unable to complete DELEGORD task.Telephone,Error MessageReturnCd - ReturnText Delegated PSR Order has not passed NGMSS order validation. Correct the order validation error in NGMSS side and manually assign the provision plan. Exception thrown during Order API execution. Message Exception Thrown Execute Finish Order . Message nullError Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values. PSR ",Data

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error MessageUNABLE TO COMPLETE BBCOMP IN HWIN PSR ",Data

" Unable to compete MODASGN,Telephone,Error MessageThe Physical Circuit is not assigned to the port. PSR ",Training

" Unable to complete DELEGDES task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - - ReturnText ASAP.NS_CONNECTION record not found - ORA- no data found PSR ",Data

" THE MSS FT TO BB IS NOT FOUND ON THE ACCOUNT. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. EWO received error of SELECTED PRODUCT NOT QUALIFIED THE BOTH WIRE_CENTERS. This is Lunar to Lunar cutover. casey PSR EWO ",Training

" Unable to complete DELEGOCT task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - - ReturnText exchange_carrier_circuit_id, of --- already exists. Please change ecckt PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Mb Product group . The Service Item had already been disconnected on another order.. Error Code The Service Item had already been disconnected on another order.Error Code Unable to process item Mb Product group . The Service Item had already been disconnected on another order.. PSR ",Delegation

" PSR locked by another user, Telephone , Error Message This order is already open by at PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. CANT VALIDATE; ERROR NO DSLAM WIRECENTER FOUND IN NEXTGEN FOR THE GIVEN CUSTOMER. TN - PIN PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. is stuck in the EXCEPTN queue and will not go thru. PSR ",Delegation

" Unable to complete ADDASGN task. Getting below error message. Task in ADDASGN Work Queue, Telephone , Error MessageThe Physical Circuit is not assigned to the port. PSR ",Training

" Unable to Validate PSR,Telephone,Error MessageIn order to add new NSP WINDSTREAM you must disconnect the old one. PSR ",Training

" Unable to Validate PSR,Telephone,Error MessageIn Order To Add New INTERNET Product you must disconnect the old One. PSR ",Data

" Unable to complete DELEGORD task.Telephone,Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. The Pending status was not removed per original ticket. Please clear pending status on channel of DS per attached screenshot so groom order can be entered. ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. HCGS US is showing as disconnected under PSR however the circuit is still showing up on channel of the ds TZ CHRLNCRU CHRLNCMTK in connection hierarchy. pls show this slot as spare PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Remove TZF BRHMALWDGT RLGHNCHEW from NGMSS order WATSON- ",User Request

" Unable to complete ADDASGN task. Getting below error message. Task in ADDASGN Work Queue, Telephone , Error MessageCould not get ng wireCenter info ORA-no data found PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. HCGS US is showing as disconnected under PSR however the circuit is still showing up on channel of the ds TZ CHRLNCRU CHRLNCMTK in connection hierarchy. pls show this slot as spare PSR ",Miscellaneous

" Unable to complete DELEGORD task.Telephone,Error MessageReturnCd - ReturnText Unable to update PSR Order in NGMSS. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Error thrown during Update order API execution Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Exception Thrown UpdateNGNPSROrderLogic. Message The PSRServReqServItem structure is invalid for for item Product group PSR ",Delegation

" THE MSS EXCHANGE IS NOT FOUND ON THE ACCOUNT PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT REMOVAL ",Training

" Unable to complete DELEGOCT task.Telephone,Error MessageReturnCd - - ReturnText ASAP.SERVICE_REQUEST_CIRCUIT record not found - ORA- no data found PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",Training

" Unable to validate PSR, Telephone , Error MessagePlease copy existing Physical services related product. PSR ",Delegation

" Unable to validate PSR, Telephone , Error MessageIN order to add new CPE Actiontec you must disconnect the old one PSR ",Training

" Unable to complete MODASGN task.Telephone,Error MessageORA- no data found. PSR ",Delegation

" Unable to complete DELEGOCT task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - - ReturnText exchange_carrier_circuit_id, of already exists. Please change ecckt PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. HCGS PUA DS is showing as pending disconnect in NG. do not see pending disco order for it. It is spare with the LEC. Can the pending disco order be cleared so that can key disconnect order to remove this CKT for the system NA PSR NA ",Migration

" Validate PSR, Unable to compete MODASGN.Telephone,Error MessageThis circuit has multiple pins from different DSLAMS. PSR ",Data

" Unable to complete DD task. Task in BB COMP Work Queue, Telephone , Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Data

" Unable to compete REMASGN.Telephone,Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DLRD on row is violating the constraint. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ORA- MSS TO MIROR CALL NOT SUCCESS TRYING TO CHG TN IN FOR TN CHG TO PSR ACCT PSR ",Training
